subject,condition,repeat,alpha,alpha_se,beta,beta_se,psuedoR2,BIC
social,3021,3,0.323750,0.041893,22.867411,10.069553,0.858721,28.579812
social,3021,4,0.323750,0.076417,22.867411,7.522391,0.858721,28.579812
social,3021,5,0.323750,0.072920,22.867411,2.361824,0.858721,28.579812
social,3021,6,0.323750,0.117608,22.867411,9.390372,0.858721,28.579812
social,3021,7,0.323750,0.186358,22.867411,28.531896,0.858721,28.579812
social,3021,8,0.323750,0.060198,22.867412,8.984226,0.858721,28.579812
social,3021,9,0.323750,0.139074,22.867412,6.586838,0.858721,28.579812
social,3021,10,0.323750,0.175828,22.867414,21.852254,0.858721,28.579812
social,3023,1,0.009514,0.124075,2.080946,2.628173,0.007272,139.847959
social,3023,2,0.009514,0.033653,2.081037,0.160712,0.007272,139.847959
social,3023,3,0.009512,0.013489,2.081350,1.532817,0.007272,139.847959
social,3023,4,0.009514,0.012534,2.081026,2.331422,0.007272,139.847959
social,3023,5,0.009515,0.013356,2.080747,0.950611,0.007272,139.847959
social,3023,6,0.011450,0.012296,1.790639,1.862261,0.007272,139.847959
social,3023,7,0.009514,0.010746,2.081054,0.219597,0.007272,139.847959
social,3023,8,0.009514,0.011426,2.081020,0.702525,0.007272,139.847959
social,3023,9,0.009514,0.014348,2.081003,0.314621,0.007272,139.847959
social,3023,10,0.009514,0.041291,2.081027,8.143882,0.007272,139.847959
social,3026,1,0.646470,0.213002,2.198014,0.629402,0.328312,98.519736
social,3026,2,0.646470,0.294830,2.198015,1.046200,0.328312,98.519736
social,3026,3,0.646470,1.281724,2.198014,1.193772,0.328312,98.519736
social,3026,4,0.646470,1.424909,2.198014,9.830076,0.328312,98.519736
social,3026,5,0.646470,0.280786,2.198015,0.199868,0.328312,98.519736
social,3026,6,0.646470,1.902228,2.198015,2.687754,0.328312,98.519736
social,3026,7,0.646470,0.180381,2.198014,0.927513,0.328312,98.519736
social,3026,8,0.646470,0.302448,2.198015,0.774972,0.328312,98.519736
social,3026,9,0.646470,0.076095,2.198014,1.776595,0.328312,98.519736
social,3026,10,0.646470,0.514324,2.198014,2.725997,0.328312,98.519736
social,3029,1,0.206215,0.519537,15.226214,35.095545,0.919428,20.248174
social,3029,2,0.206215,0.820261,15.226214,57.077995,0.919428,20.248174
social,3029,3,0.206215,0.787276,15.226211,13.043392,0.919428,20.248174
social,3029,4,0.206215,0.233106,15.226216,6.073430,0.919428,20.248174
social,3029,5,0.206215,0.343291,15.226213,12.849562,0.919428,20.248174
social,3029,6,0.206215,0.443298,15.226216,35.488502,0.919428,20.248174
social,3029,7,0.206215,0.154751,15.226217,9.085014,0.919428,20.248174
social,3029,8,0.206215,1.401165,15.226216,13.551265,0.919428,20.248174
social,3029,9,0.206215,0.107290,15.226214,13.239917,0.919428,20.248174
social,3029,10,0.206215,0.112071,15.226212,7.889163,0.919428,20.248174
social,3030,1,0.291257,0.068426,6.445756,1.704557,0.554942,70.271408
social,3030,2,0.291257,0.059393,6.445756,4.602749,0.554942,70.271408
social,3030,3,0.291257,0.081993,6.445756,1.093278,0.554942,70.271408
social,3030,4,0.291257,0.106626,6.445756,1.670530,0.554942,70.271408
social,3030,5,0.291257,0.077479,6.445757,1.821689,0.554942,70.271408
social,3030,6,0.291257,0.164245,6.445756,9.393027,0.554942,70.271408
social,3030,7,0.291257,0.105768,6.445756,0.378817,0.554942,70.271408
social,3030,8,0.291257,0.592688,6.445756,3.807909,0.554942,70.271408
social,3030,9,0.291257,0.066952,6.445756,1.771429,0.554942,70.271408
social,3030,10,0.291257,0.067508,6.445756,2.739689,0.554942,70.271408
social,3033,1,0.308896,0.257566,3.458416,0.486739,0.588052,63.360439
social,3033,2,0.308896,0.164249,3.458416,0.861148,0.588052,63.360439
social,3033,3,0.308896,0.099139,3.458416,0.382787,0.588052,63.360439
social,3033,4,0.308896,0.284352,3.458417,1.926317,0.588052,63.360439
social,3033,5,0.308896,0.729395,3.458416,1.707620,0.588052,63.360439
social,3033,6,0.308896,0.104322,3.458416,0.698089,0.588052,63.360439
social,3033,7,0.308896,1.130347,3.458416,0.104220,0.588052,63.360439
social,3033,8,0.308896,0.105365,3.458416,0.531966,0.588052,63.360439
social,3033,9,0.308896,0.096642,3.458417,0.326275,0.588052,63.360439
social,3033,10,0.308896,0.144613,3.458416,0.786003,0.588052,63.360439
social,3034,1,0.248589,0.138569,3.237342,1.103365,0.423335,72.718198
social,3034,2,0.248589,0.082640,3.237342,0.813185,0.423335,72.718198
social,3034,3,0.248589,0.087998,3.237342,0.554712,0.423335,72.718198
social,3034,4,0.248589,0.078993,3.237342,1.088346,0.423335,72.718198
social,3034,5,0.248589,0.153935,3.237342,2.527984,0.423335,72.718198
social,3034,6,0.248589,0.097093,3.237342,0.715154,0.423335,72.718198
social,3034,7,0.248589,0.269635,3.237342,0.808983,0.423335,72.718198
social,3034,8,0.248589,0.111793,3.237342,1.590714,0.423335,72.718198
social,3034,9,0.248589,0.075268,3.237342,0.605790,0.423335,72.718198
social,3034,10,0.248589,0.109680,3.237342,0.609020,0.423335,72.718198
social,3036,1,0.006762,0.199415,43.378590,296.107756,0.628454,60.717560
social,3036,2,0.006763,0.025321,43.371534,156.057621,0.628454,60.717560
social,3036,3,0.006761,0.050056,43.385947,308.104521,0.628454,60.717560
social,3036,4,0.007095,0.057256,41.424207,354.693743,0.628454,60.717560
social,3036,5,0.006766,0.049680,43.353158,306.377614,0.628454,60.717560
social,3036,6,0.006777,0.040578,43.287282,251.492344,0.628454,60.717560
social,3036,7,0.006781,0.039274,43.263008,242.221381,0.628454,60.717560
social,3036,8,0.006766,0.046635,43.354004,271.781369,0.628454,60.717560
social,3036,9,0.006772,0.044062,43.317458,272.120509,0.628454,60.717560
social,3036,10,0.006769,0.057092,43.338887,353.131161,0.628454,60.717560
social,3037,1,0.219016,0.079227,5.465751,1.254459,0.645283,55.823317
social,3037,2,0.219016,2.508514,5.465752,7.088857,0.645283,55.823317
social,3037,3,0.219016,0.177412,5.465751,0.203313,0.645283,55.823317
social,3037,4,0.219016,0.101195,5.465751,0.710398,0.645283,55.823317
social,3037,5,0.219016,0.116855,5.465752,1.516200,0.645283,55.823317
social,3037,6,0.219016,0.257706,5.465751,1.938820,0.645283,55.823317
social,3037,7,0.219016,0.090670,5.465751,1.701504,0.645283,55.823317
social,3037,8,0.219016,0.076955,5.465751,1.984003,0.645283,55.823317
social,3037,9,0.219016,0.076565,5.465751,2.001925,0.645283,55.823317
social,3037,10,0.219016,0.094102,5.465751,0.973648,0.645283,55.823317
social,3039,1,0.425093,0.512392,0.547800,0.443165,0.034872,141.647383
social,3039,2,0.425092,0.275997,0.547800,0.228855,0.034872,141.647383
social,3039,3,0.425093,0.304310,0.547800,0.019157,0.034872,141.647383
social,3039,4,0.425093,0.107768,0.547801,0.317687,0.034872,141.647383
social,3039,5,0.425093,0.460944,0.547800,0.279702,0.034872,141.647383
social,3039,6,0.425092,0.713092,0.547800,0.328998,0.034872,141.647383
social,3039,7,0.425093,0.358935,0.547800,0.497652,0.034872,141.647383
social,3039,8,0.425093,0.161232,0.547800,0.139452,0.034872,141.647383
social,3039,9,0.425093,3.148026,0.547800,0.391727,0.034872,141.647383
social,3039,10,0.425093,1.108743,0.547800,0.739259,0.034872,141.647383
social,3040,1,0.390487,0.344718,1.334052,0.694525,0.186058,117.451541
social,3040,2,0.390487,1.113140,1.334052,0.486258,0.186058,117.451541
social,3040,3,0.390487,0.195578,1.334052,0.783594,0.186058,117.451541
social,3040,4,0.390487,0.421104,1.334052,1.230881,0.186058,117.451541
social,3040,5,0.390487,0.175567,1.334052,0.113205,0.186058,117.451541
social,3040,6,0.390487,0.183769,1.334052,0.409731,0.186058,117.451541
social,3040,7,0.390487,0.315384,1.334052,0.474926,0.186058,117.451541
social,3040,8,0.390487,4.451835,1.334052,0.676230,0.186058,117.451541
social,3040,9,0.390487,0.066460,1.334052,0.516289,0.186058,117.451541
social,3040,10,0.390487,1.416063,1.334052,1.353421,0.186058,117.451541
social,3041,1,0.051347,0.121983,49.999988,5.636111,0.774986,40.403920
social,3041,2,0.394204,0.144045,9.571368,6.612368,0.774986,40.403920
social,3041,3,0.394204,0.098587,9.571367,3.994733,0.774986,40.403920
social,3041,4,0.394204,0.106969,9.571368,3.020824,0.774986,40.403920
social,3041,5,0.051346,0.103757,49.999992,2.650261,0.774986,40.403920
social,3041,6,0.394204,0.110833,9.571368,3.056020,0.774986,40.403920
social,3041,7,0.394204,0.065306,9.571368,2.693732,0.774986,40.403920
social,3041,8,0.394204,0.759505,9.571368,1.904120,0.774986,40.403920
social,3041,9,0.394204,0.158256,9.571368,4.877316,0.774986,40.403920
social,3041,10,0.394204,0.111963,9.571368,5.567080,0.774986,40.403920
social,3043,1,0.002231,0.002045,49.999198,41.367351,0.067921,130.547390
social,3043,2,0.002231,0.002309,49.999968,31.708900,0.067921,130.547390
social,3043,3,0.002232,0.003418,49.995984,73.766443,0.067921,130.547390
social,3043,4,0.002231,0.001587,49.999358,28.428889,0.067921,130.547390
social,3043,5,1.000000,0.003851,0.725795,70.644776,0.067921,130.547390
social,3043,6,0.002231,0.002244,49.999992,50.422773,0.067921,130.547390
social,3043,7,0.002232,0.004612,49.995990,96.043053,0.067921,130.547390
social,3043,8,0.002231,0.003162,49.999198,78.422527,0.067921,130.547390
social,3043,9,0.999999,0.000946,0.725795,10.799582,0.067921,130.547390
social,3043,10,1.000000,0.004017,0.725795,90.651131,0.067921,130.547390
social,3044,1,0.349448,0.086840,4.446764,0.270202,0.728114,46.107567
social,3044,2,0.349448,0.100315,4.446764,0.849856,0.728114,46.107567
social,3044,3,0.349448,0.136095,4.446764,0.679353,0.728114,46.107567
social,3044,4,0.349448,0.094134,4.446764,0.868003,0.728114,46.107567
social,3044,5,0.349448,0.206786,4.446764,0.578061,0.728114,46.107567
social,3044,6,0.349448,0.116724,4.446764,1.880146,0.728114,46.107567
social,3044,7,0.349448,0.247620,4.446764,1.275813,0.728114,46.107567
social,3044,8,0.349448,0.114579,4.446764,0.905913,0.728114,46.107567
social,3044,9,0.349448,0.362221,4.446764,0.313700,0.728114,46.107567
social,3044,10,0.349448,0.096534,4.446764,1.544888,0.728114,46.107567
social,3046,1,0.046757,0.014076,49.999727,71.244740,0.923605,19.674922
social,3046,2,0.046757,0.079703,49.999986,76.803098,0.923605,19.674922
social,3046,3,0.046757,0.059000,49.999986,56.559231,0.923605,19.674922
social,3046,4,0.046757,0.048306,49.999986,80.325695,0.923605,19.674922
social,3046,5,0.046757,0.078844,49.999986,78.560547,0.923605,19.674922
social,3046,6,0.046757,0.070415,49.999986,68.047954,0.923605,19.674922
social,3046,7,0.046757,0.066044,49.999986,63.559829,0.923605,19.674922
social,3046,8,0.046757,0.073598,49.999986,71.368376,0.923605,19.674922
social,3046,9,0.046757,0.078439,49.999986,76.309369,0.923605,19.674922
social,3046,10,0.046757,0.085763,49.999932,73.591277,0.923605,19.674922
social,3049,1,0.003063,0.001625,49.999952,23.631356,0.373328,89.859124
social,3049,2,0.003064,0.011197,49.994038,126.157410,0.373328,89.859124
social,3049,3,0.003064,0.002628,49.994038,42.590258,0.373328,89.859124
social,3049,4,0.003109,0.006000,49.276787,90.492328,0.373328,89.859124
social,3049,5,0.003064,0.003614,49.998807,54.372719,0.373328,89.859124
social,3049,6,0.003064,0.001110,49.995231,14.379536,0.373328,89.859124
social,3049,7,0.003065,0.001412,49.976171,20.301597,0.373328,89.859124
social,3049,8,0.003109,0.003227,49.276540,51.052864,0.373328,89.859124
social,3049,9,0.003064,0.003243,49.998807,65.679732,0.373328,89.859124
social,3049,10,0.003065,0.003711,49.970222,58.632727,0.373328,89.859124
social,3052,1,0.002150,0.001201,49.527100,25.890974,0.288279,105.862147
social,3052,2,0.002135,0.001508,49.880048,35.163841,0.288279,105.862146
social,3052,3,0.002130,0.000908,49.996143,17.280770,0.288279,105.862146
social,3052,4,0.002150,0.000599,49.526981,8.892712,0.288279,105.862146
social,3052,5,0.002131,0.002652,49.975915,70.022376,0.288279,105.862146
social,3052,6,0.002129,0.001825,49.999807,39.823522,0.288279,105.862146
social,3052,7,0.002131,0.000927,49.975914,18.610329,0.288279,105.862146
social,3052,8,0.002155,0.002217,49.411573,47.193348,0.288279,105.862147
social,3052,9,0.002135,0.003184,49.880046,49.491403,0.288279,105.862147
social,3052,10,0.002130,0.001122,49.999037,22.166505,0.288279,105.862146
social,3053,1,0.245263,0.087775,5.445218,0.697045,0.626504,57.757538
social,3053,2,0.245263,0.069781,5.445218,0.718969,0.626504,57.757538
social,3053,3,0.245263,0.076436,5.445218,2.633921,0.626504,57.757538
social,3053,4,0.245263,0.062548,5.445218,0.552747,0.626504,57.757538
social,3053,5,0.245263,0.065849,5.445218,1.644056,0.626504,57.757538
social,3053,6,0.245263,0.093394,5.445218,1.528742,0.626504,57.757538
social,3053,7,0.245263,0.047607,5.445218,1.248183,0.626504,57.757538
social,3053,8,0.245263,0.060359,5.445218,1.167035,0.626504,57.757538
social,3053,9,0.245263,0.107086,5.445218,6.258787,0.626504,57.757538
social,3053,10,0.245263,0.209541,5.445218,0.990407,0.626504,57.757538
social,3054,1,0.002410,0.005975,48.420245,138.914490,0.214764,104.748633
social,3054,2,0.002349,0.000732,49.667492,9.097573,0.214764,104.748633
social,3054,3,0.002336,0.001235,49.932783,23.212213,0.214764,104.748632
social,3054,4,0.002333,0.000567,49.986512,2.742748,0.214764,104.748633
social,3054,5,0.002336,0.009334,49.932787,30.767254,0.214764,104.748633
social,3054,6,0.002349,0.004014,49.667496,92.652296,0.214764,104.748633
social,3054,7,0.002333,0.002160,49.986530,44.216246,0.214764,104.748632
social,3054,8,0.002333,0.001492,49.999461,29.503485,0.214764,104.748633
social,3054,9,0.002333,0.008636,49.999461,199.938949,0.214764,104.748633
social,3054,10,0.002336,0.000645,49.932788,10.543190,0.214764,104.748633
social,4002,1,0.029442,0.026299,49.999851,38.499830,0.841892,30.649959
social,4002,2,0.029452,0.019620,49.985121,50.634139,0.841892,30.649959
social,4002,3,0.029442,0.032681,49.999851,50.972549,0.841892,30.649959
social,4002,4,0.029442,0.040363,49.999851,39.488134,0.841892,30.649959
social,4002,5,0.029442,0.034262,49.999881,49.539983,0.841892,30.649959
social,4002,6,0.029452,0.030449,49.985121,44.007824,0.841892,30.649959
social,4002,7,0.029442,0.030579,49.999851,44.419022,0.841892,30.649959
social,4002,8,0.029444,0.028934,49.997018,49.603910,0.841892,30.649959
social,4002,9,0.029442,0.037053,49.999851,49.299781,0.841892,30.649959
social,4002,10,0.029452,0.029314,49.985121,41.320428,0.841892,30.649959
social,4003,1,0.223952,0.067565,8.197349,2.250368,0.588834,66.210001
social,4003,2,0.223952,0.042929,8.197348,4.500219,0.588834,66.210001
social,4003,3,0.223952,0.084151,8.197348,2.245004,0.588834,66.210001
social,4003,4,0.223952,0.122023,8.197348,1.563212,0.588834,66.210001
social,4003,5,0.223952,0.046386,8.197348,1.302468,0.588834,66.210001
social,4003,6,0.223952,0.289982,8.197348,8.328138,0.588834,66.210001
social,4003,7,0.223952,0.066405,8.197348,2.266531,0.588834,66.210001
social,4003,8,0.223952,0.114589,8.197348,1.749003,0.588834,66.210001
social,4003,9,0.223952,0.497799,8.197349,10.151345,0.588834,66.210001
social,4003,10,0.223952,0.091159,8.197348,6.834124,0.588834,66.210001
social,4004,1,0.166448,0.104792,3.203225,0.793235,0.305600,105.474624
social,4004,2,0.166448,0.307600,3.203224,1.629327,0.305600,105.474624
social,4004,3,0.166448,0.118064,3.203225,0.471640,0.305600,105.474624
social,4004,4,0.166448,0.225599,3.203225,0.147636,0.305600,105.474624
social,4004,5,0.166448,0.174035,3.203224,0.624432,0.305600,105.474624
social,4004,6,0.166448,0.114891,3.203224,1.459895,0.305600,105.474624
social,4004,7,0.166448,0.061350,3.203224,0.291827,0.305600,105.474624
social,4004,8,0.166448,0.143063,3.203224,1.692801,0.305600,105.474624
social,4004,9,0.166448,0.190173,3.203224,0.456867,0.305600,105.474624
social,4004,10,0.166448,0.096875,3.203224,0.298030,0.305600,105.474624
social,4005,1,0.134948,0.067857,15.822677,8.056361,0.822011,32.548512
social,4005,2,0.134948,0.487439,15.822675,5.095817,0.822011,32.548512
social,4005,3,0.134948,0.051502,15.822671,3.280102,0.822011,32.548512
social,4005,4,0.134948,1.165594,15.822672,70.669731,0.822011,32.548512
social,4005,5,0.134948,0.158924,15.822674,16.950746,0.822011,32.548512
social,4005,6,0.134948,0.604918,15.822675,1.700943,0.822011,32.548512
social,4005,7,0.134948,0.206723,15.822681,12.859507,0.822011,32.548512
social,4005,8,0.134948,0.489938,15.822677,13.329617,0.822011,32.548512
social,4005,9,0.134948,0.186856,15.822680,8.747271,0.822011,32.548512
social,4005,10,0.134948,0.076550,15.822673,7.446681,0.822011,32.548512
social,4006,1,0.218898,0.240022,13.659603,20.714401,0.900143,22.894867
social,4006,2,0.218898,0.116756,13.659595,3.711998,0.900143,22.894867
social,4006,3,0.218899,0.193196,13.659592,14.286890,0.900143,22.894867
social,4006,4,0.218898,0.163834,13.659599,12.504868,0.900143,22.894867
social,4006,5,0.218898,0.096696,13.659597,7.344680,0.900143,22.894867
social,4006,6,0.218898,0.102731,13.659601,8.902914,0.900143,22.894867
social,4006,7,0.218899,0.374348,13.659591,27.812162,0.900143,22.894867
social,4006,8,0.218898,0.136942,13.659596,10.350203,0.900143,22.894867
social,4006,9,0.218898,0.078646,13.659597,5.027543,0.900143,22.894867
social,4006,10,0.218898,0.162400,13.659595,12.327719,0.900143,22.894867
social,4007,1,0.522984,0.174192,3.475499,0.905452,0.588515,65.073049
social,4007,2,0.522984,0.221051,3.475499,0.770446,0.588515,65.073049
social,4007,3,0.522984,0.173289,3.475499,0.485665,0.588515,65.073049
social,4007,4,0.522984,0.159583,3.475499,0.899499,0.588515,65.073049
social,4007,5,0.522984,1.371032,3.475499,2.404343,0.588515,65.073049
social,4007,6,0.522984,0.360080,3.475499,0.497381,0.588515,65.073049
social,4007,7,0.522984,0.212392,3.475499,0.782789,0.588515,65.073049
social,4007,8,0.522984,0.358962,3.475499,0.521066,0.588515,65.073049
social,4007,9,0.522984,0.312171,3.475499,3.140230,0.588515,65.073049
social,4007,10,0.522984,0.618804,3.475499,0.346767,0.588515,65.073049
social,4008,1,0.010268,0.010889,49.999992,56.206474,0.409629,91.053144
social,4008,2,0.010268,0.013565,49.999844,69.365908,0.409629,91.053144
social,4008,3,0.010268,0.004303,49.999992,6.353800,0.409629,91.053144
social,4008,4,0.010268,0.004832,49.999961,17.201632,0.409629,91.053144
social,4008,5,0.010268,0.004364,49.999961,9.088095,0.409629,91.053144
social,4008,6,0.010269,0.004120,49.999219,3.044489,0.409629,91.053144
social,4008,7,0.010268,0.005095,49.999992,17.070283,0.409629,91.053144
social,4008,8,0.010268,0.008874,49.999992,31.026048,0.409629,91.053144
social,4008,9,0.010269,0.011012,49.999219,55.007470,0.409629,91.053144
social,4008,10,0.010268,0.012166,49.999844,61.485131,0.409629,91.053144
social,4009,1,0.356618,0.117129,6.453135,1.549253,0.813514,35.062801
social,4009,2,0.356618,0.116760,6.453135,1.559954,0.813514,35.062801
social,4009,3,0.356618,0.117104,6.453135,1.538809,0.813514,35.062801
social,4009,4,0.356618,0.117383,6.453135,1.548955,0.813514,35.062801
social,4009,5,0.356618,0.113303,6.453135,1.892840,0.813514,35.062801
social,4009,6,0.356618,0.117055,6.453135,1.541236,0.813514,35.062801
social,4009,7,0.356618,0.227311,6.453135,1.609952,0.813514,35.062801
social,4009,8,0.356618,0.116999,6.453135,1.542894,0.813514,35.062801
social,4009,9,0.356618,0.117392,6.453135,1.542705,0.813514,35.062801
social,4009,10,0.356618,0.117860,6.453135,1.691196,0.813514,35.062801
social,4010,1,0.089438,0.217760,11.891437,12.066324,0.767846,40.024772
social,4010,2,0.089438,0.397787,11.891476,26.761415,0.767846,40.024772
social,4010,3,0.089438,0.334311,11.891438,13.592711,0.767846,40.024772
social,4010,4,0.089438,0.177784,11.891445,14.640002,0.767846,40.024772
social,4010,5,0.089438,0.194325,11.891449,32.011821,0.767846,40.024772
social,4010,6,0.089438,0.111078,11.891437,15.537240,0.767846,40.024772
social,4010,7,0.089439,0.527173,11.891406,9.743645,0.767846,40.024772
social,4010,8,0.089438,0.195305,11.891447,4.860590,0.767846,40.024772
social,4010,9,0.089438,0.229889,11.891455,16.659904,0.767846,40.024772
social,4010,10,0.089438,0.665530,11.891433,27.684043,0.767846,40.024772
social,4012,1,0.271789,0.161342,5.508262,0.724163,0.503103,78.094884
social,4012,2,0.271789,0.737469,5.508261,1.195772,0.503103,78.094884
social,4012,3,0.271789,0.093660,5.508262,1.716209,0.503103,78.094884
social,4012,4,0.271789,0.091374,5.508261,0.535942,0.503103,78.094884
social,4012,5,0.271789,0.065008,5.508261,3.998957,0.503103,78.094884
social,4012,6,0.271789,0.078203,5.508261,1.476603,0.503103,78.094884
social,4012,7,0.271789,0.124154,5.508261,2.660406,0.503103,78.094884
social,4012,8,0.271789,0.252617,5.508261,1.875674,0.503103,78.094884
social,4012,9,0.271789,0.263251,5.508261,7.493615,0.503103,78.094884
social,4012,10,0.271789,0.089052,5.508262,3.973441,0.503103,78.094884
social,4013,1,0.195123,0.086028,5.505627,1.454198,0.736690,45.712911
social,4013,2,0.195123,0.643104,5.505627,0.261862,0.736690,45.712911
social,4013,3,0.195123,0.071866,5.505627,0.447792,0.736690,45.712911
social,4013,4,0.195123,0.530153,5.505627,2.408858,0.736690,45.712911
social,4013,5,0.195123,0.049393,5.505627,1.926876,0.736690,45.712911
social,4013,6,0.195123,0.079485,5.505627,1.738826,0.736690,45.712911
social,4013,7,0.195123,0.096095,5.505627,1.247414,0.736690,45.712911
social,4013,8,0.195123,0.064294,5.505627,1.183452,0.736690,45.712911
social,4013,9,0.195123,0.068806,5.505627,0.703242,0.736690,45.712911
social,4013,10,0.195123,0.146214,5.505627,0.333311,0.736690,45.712911
social,4014,1,0.450441,0.072270,13.525889,4.349980,0.877100,26.057365
social,4014,2,0.450441,0.074958,13.525889,4.725049,0.877100,26.057365
social,4014,3,0.450441,0.073554,13.525890,3.999922,0.877100,26.057365
social,4014,4,0.450441,0.076375,13.525890,4.810936,0.877100,26.057365
social,4014,5,0.450441,0.069611,13.525889,10.048678,0.877100,26.057365
social,4014,6,0.450441,0.068338,13.525889,5.200524,0.877100,26.057365
social,4014,7,0.450441,0.072027,13.525889,4.044653,0.877100,26.057365
social,4014,8,0.450441,0.073571,13.525889,2.824315,0.877100,26.057365
social,4014,9,0.450441,0.076597,13.525889,4.394206,0.877100,26.057365
social,4014,10,0.033238,0.075521,50.000000,5.201691,0.877100,26.057365
social,4015,1,0.000797,0.019534,49.370005,1293.141807,0.015497,130.445424
social,4015,2,0.000797,0.005209,49.369734,52.513936,0.015497,130.445426
social,4015,3,0.000789,0.003893,49.871444,97.399928,0.015497,130.445424
social,4015,4,0.000835,0.001391,47.124484,78.725619,0.015497,130.445424
social,4015,5,0.000789,0.000522,49.871388,11.360137,0.015497,130.445426
social,4015,6,0.000826,0.002719,47.640693,169.378824,0.015497,130.445424
social,4015,7,0.000835,0.002416,47.124798,133.498789,0.015497,130.445424
social,4015,8,0.000789,0.001073,49.870902,90.908950,0.015497,130.445424
social,4015,9,0.000789,0.000313,49.871383,0.000000,0.015497,130.445426
social,4015,10,0.000787,0.000405,49.994831,0.000000,0.015497,130.445424
social,4016,1,0.206279,0.064381,43.966161,30.927385,0.956773,15.202940
social,4016,2,0.206279,0.064418,43.966165,30.928600,0.956773,15.202940
social,4016,3,0.206279,0.064357,43.966165,30.775364,0.956773,15.202940
social,4016,4,0.206279,0.064378,43.966163,30.613323,0.956773,15.202940
social,4016,5,0.206279,0.064300,43.966162,30.872790,0.956773,15.202940
social,4016,6,0.206279,0.064341,43.966165,30.667925,0.956773,15.202940
social,4016,7,0.206279,0.064337,43.966164,30.543672,0.956773,15.202940
social,4016,8,0.206279,0.064308,43.966164,30.597996,0.956773,15.202940
social,4016,9,0.206279,0.064559,43.966124,30.965070,0.956773,15.202940
social,4016,10,0.206279,0.064300,43.966175,30.430414,0.956773,15.202940
social,4017,1,0.302322,0.095706,7.187297,1.951821,0.775284,40.362551
social,4017,2,0.302322,0.183958,7.187297,2.498455,0.775284,40.362551
social,4017,3,0.302322,0.194679,7.187297,3.326544,0.775284,40.362551
social,4017,4,0.302322,0.115996,7.187297,1.836918,0.775284,40.362551
social,4017,5,0.302322,0.108851,7.187297,1.919411,0.775284,40.362551
social,4017,6,0.302322,0.104319,7.187297,1.938800,0.775284,40.362551
social,4017,7,0.302322,0.112246,7.187297,2.735284,0.775284,40.362551
social,4017,8,0.302322,0.119238,7.187297,1.411511,0.775284,40.362551
social,4017,9,0.302322,0.123035,7.187297,2.951561,0.775284,40.362551
social,4017,10,0.302322,0.194080,7.187297,1.836283,0.775284,40.362551
social,4018,1,0.074067,0.177625,22.071518,28.872091,0.881485,25.640026
social,4018,2,0.074067,0.201589,22.071554,60.408491,0.881485,25.640026
social,4018,3,0.074067,0.128340,22.071558,28.013666,0.881485,25.640026
social,4018,4,0.074067,0.100432,22.071584,31.761498,0.881485,25.640026
social,4018,5,0.074067,0.323972,22.071577,28.541188,0.881485,25.640026
social,4018,6,0.074067,0.133978,22.071552,36.708648,0.881485,25.640026
social,4018,7,0.074067,0.227682,22.071553,30.002909,0.881485,25.640026
social,4018,8,0.074067,0.217832,22.071565,68.584402,0.881485,25.640026
social,4018,9,0.074067,0.091069,22.071552,27.953355,0.881485,25.640026
social,4018,10,0.074067,0.048270,22.071594,13.762741,0.881485,25.640026
social,4019,1,0.075633,0.076636,37.050113,85.930143,0.906631,22.004522
social,4019,2,0.075633,0.115501,37.050134,57.573260,0.906631,22.004522
social,4019,3,0.075634,0.317611,37.050045,58.669060,0.906631,22.004522
social,4019,4,0.075633,0.117394,37.050112,58.494035,0.906631,22.004522
social,4019,5,0.075633,0.106341,37.050104,56.762660,0.906631,22.004522
social,4019,6,0.075634,1.335852,37.050025,61.855844,0.906631,22.004522
social,4019,7,0.075634,0.115761,37.050037,57.590947,0.906631,22.004522
social,4019,8,0.075633,0.118148,37.050192,58.915766,0.906631,22.004522
social,4019,9,0.075633,0.117616,37.050124,58.649000,0.906631,22.004522
social,4019,10,0.075633,0.109666,37.050098,55.138427,0.906631,22.004522
social,4020,1,0.167391,0.113668,5.679612,1.538583,0.429691,88.271914
social,4020,2,0.167391,0.114925,5.679613,1.318592,0.429691,88.271914
social,4020,3,0.167391,0.104855,5.679613,1.644137,0.429691,88.271914
social,4020,4,0.167391,0.129856,5.679613,0.662249,0.429691,88.271914
social,4020,5,0.167391,0.083469,5.679613,1.140936,0.429691,88.271914
social,4020,6,0.167391,1.766544,5.679613,11.595499,0.429691,88.271914
social,4020,7,0.167391,0.201905,5.679613,0.521172,0.429691,88.271914
social,4020,8,0.167391,0.109577,5.679613,1.437114,0.429691,88.271914
social,4020,9,0.167391,0.168249,5.679613,1.866180,0.429691,88.271914
social,4020,10,0.167391,0.122027,5.679613,1.259766,0.429691,88.271914
social,4021,1,0.018144,0.015430,49.999946,37.640285,0.784610,37.793691
social,4021,2,0.018144,0.019739,49.999997,45.878716,0.784610,37.793691
social,4021,3,0.368375,0.019797,6.622026,48.472026,0.784610,37.793691
social,4021,4,0.368375,0.026069,6.622026,58.605427,0.784610,37.793691
social,4021,5,0.018144,0.008348,49.999987,16.766224,0.784610,37.793691
social,4021,6,0.018144,0.008106,49.999933,15.771670,0.784610,37.793691
social,4021,7,0.018144,0.021841,49.999997,46.087982,0.784610,37.793691
social,4021,8,0.018144,0.015603,49.999933,40.027265,0.784610,37.793691
social,4021,9,0.018144,0.007502,49.999997,14.402688,0.784610,37.793691
